subcriptions.text.remove_ads,Non-optional ads removal,オプションではない広告の削除,удаление обязательной рекламы,非可选广告删除,Suppression des publicités non facultatives,Nicht optionales Entfernen von Anzeigen,비 선택적 광고 제거,,
subcriptions.text.unlimited_gift_block_rewards,Receive gift-block rewards without ads,広告なしでギフトブロック\n報酬を受け取る,Получайте подарочные блоки без рекламы,收到没有广告的大礼包奖励,Recevez des récompenses de bloc-cadeau sans publicité,Erhalten Sie Geschenkblock-Belohnungen ohne Werbung,광고없이 선물 블록 보상 받기,,
subscriptions.button.subscribe_now,SUBSCRIBE NOW,今すぐ購読,Подпишитесь сейчас,现在订阅,ABONNEZ-VOUS MAINTENANT,ABONNIERE JETZT,지금 구독,,
subscriptions.text.pricing_introduction,3-day Free Trial\nThen {0} per week,3日間の無料トライアル\nその後、週に{0},3 дня бесплатного пробного периода\nЗатем {0} в неделю,3天免费试用\n然后每周{0},Essai gratuit de 3 jours\nEnsuite {0} par semaine,3 Tage kostenlose Testversion\nDann {0} pro Woche,3 일 무료 평가판\n그런 다음 주당 {0},,
subscription.rewards.text,{0} Daily,{0}毎日,{0} Повседневная,每天{0},{0} tous les jours,{0} Täglich,{0} 매일,,
consent_title.text,Request Tracking,追跡を許可,"Разрешить отслеживание,",允许追踪,Autoriser le suivi,Tracking zulassen,추적 허용,,
consent_title.text2,To make ads more relevant,広告の関連性向上,Чтобы реклама больше соответствовала вашим нуждам.,使广告更相关,Pour rendre les annonces plus pertinentes,Um Anzeigen relevanter zu machen,광고의 관련성을 높이기 위해,,
consent_1.text,More than 1M Haru’s friends\n enjoy personalized ads,100万人以上のハルの友人がパーソナライズさ\nれた広告を楽しんでいます。,Более 1 миллиона друзей Хару наслаждаются\n персонализированной рекламой.,超过100万Haru之友喜欢个性化广告。,Plus d'un million d'amis de Haru\n aiment les publicités personnalisées.,Mehr als 1 Mio. Freunde von Haru genießen personalisierte Werbung.,1백만명 이상의 Haru 친구들이 \n개인 맞춤 광고를 즐깁니다.,,
consent_2.text,Tap “Allow” below to personalize your ad experience,下の [許可] をタップして広告体験をパーソナライズしてください,"Нажмите «Разрешить» ниже, чтобы персонализировать рекламу.",点击下面的“允许”以个性化您的广告体验,"Appuyez sur ""Autoriser"" ci-dessous pour personnaliser votre expérience publicitaire","Tippen Sie unten auf „Zulassen“, um Ihre Anzeigenerfahrung zu personalisieren","광고 경험을 개인화하려면 아래의 ""허용""을 누르십시오.",,
consent_btn_allow,Next,次へ,Далее,下一个,Suivant,Weiter,다음,,
challenge.text.level,Level,レベル,Уровень,等级,Niveau,Level,레벨,,
challenge.text.reset_level,Reset Level,レベルのリセット,Сбросить уровень,重置级别,Réinitialiser le niveau,Ebene zurücksetzen,레벨 재설정,,
challenge.text.moves,Moves: {0} / {1},移動：{0} / {1},Ходы: {0} / {1},移动：{0} / {1},Mouvements: {0} / {1},Bewegungen: {0} / {1},이동: {0} / {1},,
challenge.text.skip_messages,Watch ad\n to skip the challenge,広告を見る\ n レベルをスキップ,"Посмотрите рекламу,\n чтобы пропустить уровень",观看广告\n 以跳过一个级别,Regardez l'annonce\n pour sauter un niveau,Anzeige ansehen\n um ein Level zu überspringen,레벨을 건너뛰려면\n 광고를 시청하세요.,,
challenge.text.no_more_moves,No More Moves,それ以上動かない,Больше нет ходов,没有更多的动作,Plus un geste,Keine Umzüge mehr,더 이상 이동 할 수 없어요,,
omc.gotyoucover,We got you covered,私たちはあなたをカバーしました,Мы вас прикрыли,我们为您提供保障,Nous vous avons couvert,Wir haben Sie abgedeckt,우리가 도와 드릴게요.,,
gameover.replay.txt,REPLAY,リプレイ,ВОСПРОИЗВЕСТИ,重玩,Rejouer,Neues Spiel,다시 플레이,,
gameover.nextlevel.txt,Next Level,次のレベル,Следующий уровень,下一级,Niveau suivant,Nächste Stufe,다음 레벨,,
gameover.outofmove,Out of Moves!,動きがない！,Нет ходов!,出招！,À court de mouvements !,Raus aus den Zügen!,이동 할 수 없어요!,,
gameover.youbeatlevel,YOU BEAT LEVEL {0},あなたはレベル{0}を打ちます,ВЫ ПРЕВЗОШЛИ УРОВЕНЬ {0},您击败了 {0} 级,VOUS BATTRE LE NIVEAU {0},SIE SIND LEVEL {0},레벨 {0}을 공략했습니다,,
gameover.yourreward,YOUR REWARD:,あなたの報酬：,ВАША НАГРАДА:,您的奖励：,TA RÉCOMPENSE:,IHRE BELOHNUNG:,내 보상:,,
story.lockprevious,Complete the previous story to unlock,前のストーリーを完了してロックを解除,"Завершите предыдущую историю, чтобы разблокировать",完成之前的故事即可解锁,Terminez l'histoire précédente pour débloquer,"Schließen Sie die vorherige Geschichte ab, um sie freizuschalten",잠금을 해제하려면 이전 스토리를 완료하세요,,
story.comingsoon,Coming Soon,近日公開,Скоро будет,即将推出,À venir,Demnächst,출시 예정,,
story.chapter,Chapter {0},{0}章,Глава {0},第{0}章,Chapitre {0},Kapitel {0},{0}장,,
story_detail.chapter_1.opening_question,We need a water melon first. How to get it? ,まずスイカが必要です。どうやって入手しますか？,Для начала нам понадобится арбуз. Как получить его?,我们首先需要一个西瓜。如何获得？,Nous avons d'abord besoin d'une pastèque. Comment l'obtenir?,Wir brauchen zuerst eine Wassermelone. Wie bekommt man es?,먼저 수박이 필요합니다. 어떻게 얻냐고요?,,
story_detail.chapter_1.opening_answer_b,Buy one,1 つ購入,Купить один,买一个,Achète-en un,Eins kaufen,하나 구입하세요,,
story_detail.chapter_1.opening_answer_a,Grow from seeds,種から育つ,Вырастить из семян,从种子长起,Cultiver à partir de graines,Aus Samen wachsen,씨앗을 심고 키우세요,,
story_detail.chapter_1.option_a.question,How to water it? ,どうやって水をやりますか？,Как поливать?,怎么浇水？,Comment l'arroser ?,Wie bewässert man es?,어떻게 물을 주냐고요?,,
story_detail.chapter_1.option_a.option_a,Use clean water ,きれいな水を使う,Используйте чистую воду,使用干净的水,Utiliser de l'eau propre,Verwenden Sie sauberes Wasser,깨끗한 물을 사용하세요,,
story_detail.chapter_1.option_a.option_b,Pee on it!!,おしっこ！,Писайте на него!!,撒尿吧！！,Pipi dessus !!,Pipi drauf!!,그냥 오줌을 누세요!!,,
story_detail.chapter_1.option_a.option_b.question,How to fight the melon monster? ,メロンモンスターと戦う方法は？,Как бороться с дынным монстром?,怎么打西瓜怪？,Comment combattre le monstre melon ?,Wie bekämpft man das Melonenmonster?,멜론 괴물과 어떻게 싸우냐고요?,,
story_detail.chapter_1.option_a.option_b.option_a,Yuki the turtle ,カメのユキ,Юки черепаха,乌龟由岐,Yuki la tortue,Yuki die Schildkröte,거북이 유키,,
story_detail.chapter_1.option_a.option_b.option_b,Use clean water ,きれいな水を使う,Используйте чистую воду,使用干净的水,Utiliser de l'eau propre,Verwenden Sie sauberes Wasser,깨끗한 물을 사용하세요,,
story_detail.chapter_1.option_b.question,"Hmmm, what should I do now? ","うーん, 私は今どうすればいい？","Хм, Что мне теперь делать?","嗯嗯, 我现在该怎么办？","Hmmm, Qu'est-ce que je devrais faire maintenant?","Hmmm, was sollte ich jetzt tun?","흠, 이제 어떻게 해야 합니까?",,
story_detail.chapter_1.option_b.option_a,Start working,働き始める,Начинайте работать,开始工作,Commencer à travailler,Beginnen Sie zu arbeiten,작업 시작,,
story_detail.chapter_1.option_b.option_b,Take a break,休憩,Сделайте перерыв,休息一下,Prendre une pause,Machen Sie eine Pause,휴식,,
story_detail.chapter_1.option_b.option_a.question,It's late. Should I wait for Yuki? ,遅いです。ユキを待つべきですか？,Уже поздно. Подождать Юки?,晚了。我要等由岐吗？,Il est tard. Dois-je attendre Yuki ?,Es ist spät. Soll ich auf Yuki warten?,늦었어요 유키를 기다릴까요?,,
story_detail.chapter_1.option_b.option_a.option_a,Keep waiting,待ち続ける,Продолжайте ждать,继续等待,Faire attendre,Warten Sie noch,계속 기다리세요,,
story_detail.chapter_1.option_b.option_a.option_b,Use Telecatport ,Telecatport を使用,Использовать Telecatport,使用 Telecatport,Utiliser Telecatport,Verwenden Sie Telecatport,텔레캣포트 사용,,
story_detail.chapter_1.option_b.option_b.question,"Hmm, it's late, but I'm sleepy. What to do?",うーん、遅いけど眠い。何をすべきですか？,"Хм, уже поздно, но я хочу спать. Что делать?",嗯，很晚了，但我很困。该怎么办？,Hmm il est tard mais j'ai sommeil. Ce qu'il faut faire?,"Hmm, es ist spät, aber ich bin müde. Was zu tun ist?",흠 늦었지만 졸려요. 무엇을 할까요?,,
story_detail.chapter_1.option_b.option_b.option_a,Take a nap ,昼寝,Вздремнуть,打盹儿,Faire une sieste,Machen Sie ein Nickerchen,낮잠 자기,,
story_detail.chapter_1.option_b.option_b.option_b,Start working,働き始める,Начинайте работать,开始工作,Commencer à travailler,Beginnen Sie zu arbeiten,작업 시작,,
story_detail.chapter_1.unknow,UNKNOW {0},不明{0},ЗАБЫТЬ {0},未知 {0},INCONNU {0},UNBEKANNT {0},알 수 없는 {0},,
story.option.keepplay,"To unlock this option, please keep playing and come back later.",このオプションのロックを解除するには、プレイを続けて後で戻ってください。,"Чтобы разблокировать эту опцию, продолжайте играть и возвращайтесь позже.",要解锁此选项，请继续玩，稍后再回来。,"Pour déverrouiller cette option, continuez à jouer et revenez plus tard.","Um diese Option freizuschalten, spielen Sie bitte weiter und kommen Sie später wieder.",이 옵션을 잠금 해제하려면 계속 플레이하고 나중에 다시 오십시오.,,
story_detail.intro.auto,Automatically,自動,Автоматически,自动,Automatiquement,Automatisch,자동,,
story_detail.intro.manual,Manually,手動,Вручную,手动,Manuellement,Manuell,수동,,
story_detail.intro.opening_questions,How do you start the machine?,どうやって機械を始動しますか？,Как запустить машину?,你如何启动机器？,Comment démarrez-vous la machine ?,Wie starten Sie die Maschine?,기계를 어떻게 작동합니까?,,
tutorial_haru_story.text,Click to open Haru's story,クリックしてハルのストーリーを開く,"Нажмите, чтобы открыть историю Хару",点击打开 haru 的故事,Cliquez pour ouvrir l'histoire de haru,"Klicken, um Harus Geschichte zu öffnen",하루의 이야기를 열려면 클릭하세요,,
back,Back,バック,назад,回来,arrière,zurück,뒤,,
tutorial_challenge.text,Tap to open challenges,タップしてチャレンジを開く,"Нажмите, чтобы открыть испытания",点击打开挑战,Appuyez pour ouvrir les défis,Tippen Sie zum Öffnen von Herausforderungen,탭하여 챌린지 열기,,
subcriptions.text.unlimited_challenges,Unlock all challenges,すべての課題のロックを解除,Разблокируйте все испытания,解锁所有挑战,Débloquez tous les défis,Alle Herausforderungen freischalten,모든 챌린지 잠금 해제,,
